timestamp_utc,N_counts,E_counts,Z_counts
2025-03-14T09:30:00.000Z,2.5950,33.6056,-83.8094
2025-03-14T09:30:00.010Z,4.0963,34.1013,15.3791
2025-03-14T09:30:00.020Z,1.9467,32.8710,17.8640
2025-03-14T09:30:00.030Z,1.3421,31.2314,185.6818
2025-03-14T09:30:00.040Z,-0.6920,31.3915,-130.9969
2025-03-14T09:30:00.050Z,-0.8853,32.0152,166.8739
2025-03-14T09:30:00.060Z,0.5247,31.6961,-3.5720
2025-03-14T09:30:00.070Z,1.2279,29.5982,-19.5133
2025-03-14T09:30:00.080Z,2.6566,29.0703,52.9655
2025-03-14T09:30:00.090Z,3.8680,28.4250,87.3132
2025-03-14T09:30:00.100Z,2.2391,25.4112,-3.3005
2025-03-14T09:30:00.110Z,1.7067,23.0883,150.4852
2025-03-14T09:30:00.120Z,2.1988,20.8509,-172.1397
2025-03-14T09:30:00.130Z,1.9304,19.4187,28.2244
2025-03-14T09:30:00.140Z,1.0837,18.6531,12.3156
2025-03-14T09:30:00.150Z,2.9841,18.4512,18.3832
2025-03-14T09:30:00.160Z,3.6172,18.2025,33.3965
2025-03-14T09:30:00.170Z,3.4707,17.4921,147.2031
2025-03-14T09:30:00.180Z,4.0899,16.2144,-43.7162
2025-03-14T09:30:00.190Z,4.8342,15.4298,2.5862
2025-03-14T09:30:00.200Z,6.2170,11.9655,63.4947
2025-03-14T09:30:00.210Z,7.8502,9.4932,-28.8455
2025-03-14T09:30:00.220Z,9.7938,7.0831,99.5634
2025-03-14T09:30:00.230Z,11.5106,2.9955,-186.1727
2025-03-14T09:30:00.240Z,10.6870,1.9090,199.1054
2025-03-14T09:30:00.250Z,12.1178,2.5282,-147.0953
2025-03-14T09:30:00.260Z,12.8848,1.3086,73.8395
2025-03-14T09:30:00.270Z,12.9418,0.9342,-71.7162
2025-03-14T09:30:00.280Z,12.7092,0.2703,-31.9818
2025-03-14T09:30:00.290Z,13.6867,-1.4164,-80.0973
2025-03-14T09:30:00.300Z,13.7550,-3.9223,-148.9056
2025-03-14T09:30:00.310Z,14.0869,-4.6701,-95.8484
2025-03-14T09:30:00.320Z,15.8959,-5.3589,162.2049
2025-03-14T09:30:00.330Z,16.7484,-8.1934,-13.3935
2025-03-14T09:30:00.340Z,13.2532,-8.3668,92.4260
2025-03-14T09:30:00.350Z,12.5080,-7.9514,48.5845
2025-03-14T09:30:00.360Z,12.1348,-10.5797,-92.6294
2025-03-14T09:30:00.370Z,11.8162,-12.2548,-22.9237
2025-03-14T09:30:00.380Z,14.9813,-14.3520,52.5880
2025-03-14T09:30:00.390Z,17.4581,-13.8863,-160.6811
2025-03-14T09:30:00.400Z,16.9051,-14.4491,47.5220
2025-03-14T09:30:00.410Z,17.3847,-13.3594,35.9520
2025-03-14T09:30:00.420Z,17.3590,-13.8168,-57.4795
2025-03-14T09:30:00.430Z,18.4113,-13.8851,-170.6699
2025-03-14T09:30:00.440Z,17.2339,-14.2787,-102.5312
2025-03-14T09:30:00.450Z,17.5531,-15.4061,49.4086
2025-03-14T09:30:00.460Z,16.0127,-15.3302,113.2975
2025-03-14T09:30:00.470Z,14.5118,-15.9701,-50.1724
2025-03-14T09:30:00.480Z,14.3897,-15.4324,-50.6849
2025-03-14T09:30:00.490Z,14.9514,-14.9355,4.2813
2025-03-14T09:30:00.500Z,15.7150,-15.4357,2.7959
2025-03-14T09:30:00.510Z,15.9814,-15.4378,-99.6730
2025-03-14T09:30:00.520Z,15.5327,-14.5725,19.3557
2025-03-14T09:30:00.530Z,14.4607,-16.3044,-80.7996
2025-03-14T09:30:00.540Z,14.8442,-15.4485,36.7951
2025-03-14T09:30:00.550Z,15.9235,-13.8732,26.7960
2025-03-14T09:30:00.560Z,16.5348,-13.7076,104.3326
2025-03-14T09:30:00.570Z,17.5083,-15.0176,-73.7082
2025-03-14T09:30:00.580Z,19.9930,-13.2214,163.3747
2025-03-14T09:30:00.590Z,20.9882,-13.8065,-43.6008
2025-03-14T09:30:00.600Z,19.0412,-13.7190,-24.1091
2025-03-14T09:30:00.610Z,16.1908,-13.7699,150.7285
2025-03-14T09:30:00.620Z,15.1630,-13.9684,-12.3953
2025-03-14T09:30:00.630Z,14.7472,-13.0261,41.5143
2025-03-14T09:30:00.640Z,14.1195,-11.4741,-118.3415
2025-03-14T09:30:00.650Z,12.8073,-12.5174,-21.0902
2025-03-14T09:30:00.660Z,12.1758,-12.9147,-101.4775
2025-03-14T09:30:00.670Z,11.8754,-13.2832,-33.2343
2025-03-14T09:30:00.680Z,8.8973,-13.9361,-7.4195
2025-03-14T09:30:00.690Z,5.7688,-13.9365,111.5154
2025-03-14T09:30:00.700Z,5.1914,-13.5297,143.3225
2025-03-14T09:30:00.710Z,4.1522,-11.8414,47.1130
2025-03-14T09:30:00.720Z,2.2067,-12.8845,172.5522
2025-03-14T09:30:00.730Z,2.4071,-9.7838,68.0710
2025-03-14T09:30:00.740Z,1.1729,-8.3812,-125.6293
2025-03-14T09:30:00.750Z,0.8300,-8.5773,-68.9481
2025-03-14T09:30:00.760Z,-0.7795,-8.0371,-25.6243
2025-03-14T09:30:00.770Z,-2.4680,-6.9882,175.8531
